userName,content,at,score
Dewi Eriyanti,"😩😨😰ehx ce jaz yg 🎤🎤h. Resep 8 🎤🎤💋💋🎤🎤 🎤🎤🎤🎤💋🎤💋💋 🎤🎤🎤🎤💋💋🎤🎤 🎤🎤🎤🎤💋💋💋💋 🎤🎤🎤🎤💋🎤💋u5 💋 🎤🎤🎤🎤💋🎤uxb nuh cash n rxe🎤🎤t 🎤💋💋💋💋🎤🎤🎤 💋💋💋💋💋🎤🎤🎤 💋💋💋💋💋🎤🎤🎤 🎤💋💋💋🎤🎤🎤🎤 apaandeg rd sera vt be ☁🏃☁☁☁🎁☁ ☁☁🍄🍄🍄☁☁ ☁🍄🍄🍄🍄🍄☁ 🍄🍄🍄🍄🍄🍄🍄 🍄🍄🍄🍄🍄🍄🍄d, xxy tar c ☁☁🍦🍦🍦☁☁💳 sr fvj cumi. Umur h",2023-06-09 10:08:54,4
Risman Saber,lumayan lah daripada lumayun,2023-06-09 10:08:27,3
Sifa Ae,sangat baik,2023-06-09 10:07:26,5
Agung saputra saputra,mantap,2023-06-09 10:06:08,5
Trimo Anane,"amanah,,,, pengiriman cepat,, kurir nya ramah",2023-06-09 10:05:50,5
Suparman Parman,"semua produk bagus, jadi langganan buat belanja dilazada.",2023-06-09 10:05:47,5
Yudi Ajyh,"bisa gk si gk tiap apk di pasangn iklan lazada,,? mana ribet lagi buat ngeskipnya.",2023-06-09 10:04:10,1
Susnar Habeahan,Tidak semua wilayah dapat di jangkau lazada,2023-06-09 10:02:31,2
Fajar Yunus,maaf bintang hanya 4 karena di dunia tidak ada kata perfect atau sempurna,2023-06-09 09:59:54,4
Elis yaniyati Lobang,Tingkatkan terus,2023-06-09 09:58:16,5
Rahmadi Kurniawan,siplah,2023-06-09 09:56:41,1
Dede Rusli,mantapp,2023-06-09 09:55:30,5
Melda Pojono,LAZANA siap melayani pembeli dgn service yg baik,2023-06-09 09:53:34,5
shin xia,Saya kecewa sama lazada cuman telat 3 hari belum ada seminggu emng udh jatuh tempo cuman 3 hari telat tp biaya keterlambatan melebihi tagihan .. Maaf sebelumnya dr tagihan 50k kurang saya harus bayar jd lebih ga ngotak denda nya 80k .. Bukan masalahnya saya gamau bayar tp ini bukan soal bayar nya ke anda ini mksdnya gmna bank aja ada toleransi loh dan lg ga segitu besar denda nya ini hitungan hari denda nya sgtu mending apk lain seminggu telat juga ga gede amat kecewa pdahal udah langganan,2023-06-09 09:53:30,2
Adra Adra,bagus,2023-06-09 09:53:14,5
Ziah Fauziah,mantab,2023-06-09 09:53:11,5
Arie_ Mkc,"Jasa pengiriman harus di tingkatkan, semakin lama pengiriman nyaaa",2023-06-09 09:53:01,1
Adam Setiawan,baru...semoga lancarrr,2023-06-09 09:51:21,5
Atto,sukses selalu,2023-06-09 09:50:43,4
Dedik Dedik,lazada sungguh yang terbaik,2023-06-09 09:49:27,5
burhanudin burhan,Baik sekali,2023-06-09 09:47:39,5
Muhamad Haris,bintang yg berbicra,2023-06-09 09:45:41,5
Saadah Nur,it's good 💯💯,2023-06-09 09:44:51,5
Sapto Priyono,mantap,2023-06-09 09:43:41,5
Risky Tarigan,Agus,2023-06-09 09:41:34,5
Manalu Santhy,jangan kecewa ya kk,2023-06-09 09:41:32,2
Firman Syah,aplikasi bagus dan sangat mmbantu,2023-06-09 09:40:32,5
Ika Laura,"pengalaman slama di lazada alhamdulillah tokonya amanah smua, cuma kadang pengirimanya lama. tapi it's ok. good luck lazada....",2023-06-09 09:39:55,5
Vivo Koba,Kecewa banget dengan lazada Kenapa gak bisa cod Sudah melakukan bebagai cara tapi tetap tidak bisa cod,2023-06-09 09:39:17,1
F. Satyakalila20,Terimakasih lazada,2023-06-09 09:36:41,5
Muslimin Bin rosidin,mantap,2023-06-09 09:36:07,5
Kusrana Kusrana,tidak dapat gratis ongkir,2023-06-09 09:32:29,5
Uum Arianty,👍,2023-06-09 09:30:53,5
Rohman Rohim,"ok bngeeet, suka berlangganan d toko ini",2023-06-09 09:29:14,5
Mah Fuza,SUKSES SELALU LAZADA,2023-06-09 09:26:43,5
Amri Nur cahyanto,ada banyak diskon dan casback,2023-06-09 09:25:34,5
Egi Junaedi,"..,i. .ew",2023-06-09 09:24:37,1
Edi Cahyadi,good,2023-06-09 09:22:15,5
Yamaha mio Yamaha mio,saya sangat puas dengan lazada,2023-06-09 09:19:50,5
Syahrani Pattilouw,sangat baik,2023-06-09 09:19:38,5
Liza Rahawarin,mantap,2023-06-09 09:17:22,5
Dewi Sartika,cepat dan mudah,2023-06-09 09:16:02,5
Feri Akbar,Apk taik ...pop up doang,2023-06-09 09:14:23,1
Kadiyem Kadiyem,Minimal kalok masih pembelian pertama kasih gratis ongkir huuuuuuuu,2023-06-09 09:11:41,1
Jo Zio,Lazada pelayanan LEBIH DARI BUSUK Masa dari bandung aku pesan dari 2/3 hari lalu belum jg di kirim kirim Klu gini reting harus turun nih Setelah barang sampai mau aku hapus nyesel banget istal lazada,2023-06-09 09:09:39,1
Sarahnurssbil Sarah,Pada,2023-06-09 09:02:25,1
Firman tutorial,saya senang belanja di Lazada,2023-06-09 09:02:09,5
Nyang Bohim,Sekarang kebanyakan GK bisa bayar di tempat,2023-06-09 09:01:55,1
Aca Aca,tolong toko yg tidak amanah tidak perlu diikut sertakan...karena hanya akan merugikan banyak pihak,2023-06-09 09:01:49,5
Syafar Uddin,pesanannya cepat direspon. barangnya pun cepat sampai,2023-06-09 09:00:50,5
Andhee Bagoel,mantap coy,2023-06-09 08:58:53,5
Eva Nurdianti,Iklan nya dimana mana 😵,2023-06-09 08:57:40,1
M ruslan Kusyana,Iklan nya cukup menggangu,2023-06-09 08:52:32,1
Arsidi Sidi,bagus,2023-06-09 08:51:47,5
Ahmad Hendryatma,W225,2023-06-09 08:51:34,4
Triono Setiawan,bagus sekali,2023-06-09 08:51:17,5
Heru Oddo,"V99 saat pengambilan voucher, coba lgi,coba periksa lagi koneksi internetny bnyak tulisan yg g jelas maksudny",2023-06-09 08:50:33,2
Galaxy Cipanas a04e,pokonya pingin belanja terus,2023-06-09 08:50:13,5
Sahrul gunawan Sarip,barang nya bagus dan harga nya murah cepat lagi silakan kalian coba belanja di bes selleiR ini terimakasih,2023-06-09 08:49:52,5
Widya Wulan,kasih bintang3dulu deh ak kn blm pernah belanja baru x ini jadi kirim 3 dulu kalo bgs sy tmbah,2023-06-09 08:46:26,3
Andy Nugrha,good,2023-06-09 08:45:03,5
M said Alfahri,bagus,2023-06-09 08:44:27,5
Neni Royani,"belum pernah dpat diskon di lazada,mau dong dpet diskon kaya orang",2023-06-09 08:44:20,4
Rozali Jalih,", z, awas F. Dr pd. Van. Yg Y f",2023-06-09 08:44:02,2
ira Yanto,sangat baik,2023-06-09 08:42:55,5
Basir Jeuss123,Lajada mantap,2023-06-09 08:42:11,5
Dana Kostaman,Ok,2023-06-09 08:40:48,5
Arif Indaryanto,trusted,2023-06-09 08:36:31,5
Ricky Rizaldi,"Aneh email disaya sudah ada akunnya, lama g dipake..tiba2 sudah direg orang lain..buat transaksi.. Padahal reg juga butuh konfirm via emal.. Keamananan meragukan!!!",2023-06-09 08:32:50,1
Rival Susanto,"Awal nya bagus,,,sangat puas,,,tapi kesini nya kenapa limit nya gak bisa di gunakan,,percuma jadi nya,,,auto pindah ke apk lain dah",2023-06-09 08:32:35,1
Asmawati Wati,Saya suka belanja di lazada,2023-06-09 08:29:20,5
Dewi Nurkhasanah,baik sekali,2023-06-09 08:25:53,5
Ali Zubair,"Masak mau balikin barang tak sesuai kurir ga mau,aplikasi macam apaan ini",2023-06-09 08:18:56,1
FIKRI,G tau lemot apa gimana ini saya pesen 1 tapi pesenan g ada di chat nya saya bingung saya ulang² takut nya leg eh pas siang baru jdi pesenan nya mana pesen nya 6 lagi 😭 padahal jaringan bagus loh ini bug apa gimana yah soalnya klo bug merugikan bgt cuma itu aja sih tolong di cek yh min,2023-06-09 08:16:35,1
Wira Maulanda,Makasih sudah menemaniku di saat aku butuh sesuatu,2023-06-09 08:15:23,5
Istitah Anggreyani,"Bagus bngt apk nya tiap mau beli sesuatu/barang dari Lazada sesalu dapet diskon pengirimannya juga cepet, terimakasih lazada",2023-06-09 08:14:50,5
eko sutopo,josss,2023-06-09 08:12:21,5
Siti khodijah Ijah,suka,2023-06-09 08:05:50,5
Charles Alex,baik,2023-06-09 08:05:49,5
suwi,bagus,2023-06-09 08:05:38,5
Cakra Bumi,Dulumh aku suka apk ni sekarangmh kecewa udah berapa saya coba dounload hapus dounload lagi eh tetep gabisa pesen barang slalu gaberhasil alesanya masalah voucer dam akun gatau knapa kecewalah,2023-06-09 08:03:10,1
Intan Putri,promonya banyak terooosss,2023-06-09 07:59:26,5
Lima Es,murah blanja dilazada,2023-06-09 07:58:00,5
Zahra Putri,puas sama pelayanan nya bagus. kurir nya juga ramah,2023-06-09 07:57:56,5
Rina Pepin,nice!!!,2023-06-09 07:54:24,5
Ardianto Ardi,3 dulu kalau bagus lanjut 5,2023-06-09 07:53:32,3
giza mamma,"mulai suka belanja di lazada, tapi nunggu ada promo dulu donk... semoga semakin banyak promonya,dan seller juga tidak ribet jika dikomplain hehe... Terimakasih 🙏",2023-06-09 07:51:42,5
Davit Bor,mantul,2023-06-09 07:50:50,5
Hasan Mb,suka belanja di lAz,2023-06-09 07:50:43,5
Denny Gabriel,Ada limit tapi tidak bisa di gunakan. Gak guna,2023-06-09 07:50:38,1
Raditia Fadil Sumantri,Kalo ngiklan jangan kebanyakan lu gw sumpah aplikasi ini gak sukses dan pembuatnya masuk neraka,2023-06-09 07:50:26,1
misran sasuke,Sangatlah penting untuk keperluan,2023-06-09 07:48:08,5
anas situmorang,"Saya kecewa dengan lazada, saya custom lama mengapa voucher belanja saya tidak bisa dipakai, jika saya melanggar syarat dan ketentuan tolong dijelaskan, terima kasih",2023-06-09 07:46:50,1
Bani Azri,Kenapa akun lazada ku gak bisa buat pembayaran cod?,2023-06-09 07:45:14,5
Fitri Ariska,manteeppp,2023-06-09 07:44:26,5
Sabam Sibuea,Baru coba,2023-06-09 07:44:04,5
Dodo Putra,mantafffff....,2023-06-09 07:41:14,4
Arta Perkakas,Puas banyak casbeknya.,2023-06-09 07:40:52,5
Sun aryo,Cukup baik,2023-06-09 07:35:30,5
Malang Raya,siip sesuai pesanan,2023-06-09 07:35:04,5
Agi Ergiana,Gk bisa instal,2023-06-09 07:34:59,4
Alpris Zalukhu,sangat bagus,2023-06-09 07:33:20,5
Raden Cell,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕lazada bacot,2023-06-09 07:31:40,1
Putra Jolotundo,slalu amanah nd cepat pengirimannya,2023-06-09 07:29:47,5
Dapur anak kos,top,2023-06-09 07:27:24,4
Ariss Austinaf,"Cara blokir iklan Lazada di hp saya gimana kak, ganggu banget iklannya kek iklan slot",2023-06-09 07:26:55,1
Guntur Putra,siiip,2023-06-09 07:25:44,5
Suyanti Manggar,terus berikan pelayanan yang terbaik agar Customer juga merasa senang dan nyaman,2023-06-09 07:22:54,5
Jujuk Triono,"Banyak bonus, voucher dan gratis ongkir. trimakasih lazada",2023-06-09 07:20:29,5
arie armey,bgus stiap blnja brng sllalu sesuai..pngiriman dan kurir bgus...sukses slalu lazada,2023-06-09 07:19:19,5
ari dewi,"harga murah,gampang,cepet",2023-06-09 07:18:02,5
Arief Bayuaji Sukojogo,"Ongkir mahal, lama sampenya",2023-06-09 07:17:26,1
Dafa Rizky,"Tolong gratis ongkirnya yang beneran, saat di cek out beda sama waktu di keranjang",2023-06-09 07:17:13,2
Ariess Ocit,biar bintang yg menjawab,2023-06-09 07:17:08,5
Jundra Bunra jayya,Keren lazada makkini,2023-06-09 07:16:21,5
Arsyla Sila,mantaap,2023-06-09 07:15:06,5
Arohman cikall,mntap,2023-06-09 07:12:27,5
Raja Wali,pengantaran makin lemot,2023-06-09 07:12:03,3
dikta ulan,ok,2023-06-09 07:09:07,5
Shanty Susanty,its okkkk,2023-06-09 07:08:49,5
Astuti Purnie,good,2023-06-09 07:08:33,5
Putra Roban,blanja lbh hemat dn berkualitas terima ksih lazada,2023-06-09 07:08:07,5
Mfth 27,mantap,2023-06-09 07:07:59,5
yuni santi,the best,2023-06-09 07:05:38,5
Heri Rustandi,belanja lebih praktis,2023-06-09 07:04:28,5
Amran Ismail,dari dulu udah suka banget sih...,2023-06-09 07:03:52,4
Mhmd Riduan,"Pesanan sudah di bayar,, estimasi 2 minggu lebih👎",2023-06-09 07:03:06,1
Neng Winingsih,mantap,2023-06-09 07:02:40,5
Lilis,luar biasa,2023-06-09 07:01:24,5
Abdul Malik,bagus,2023-06-09 06:59:25,5
Araya Audy,semoga menjadi lebih baik lagi,2023-06-09 06:59:04,5
Apriono Apriono,Selalu belanja di Lazada,2023-06-09 06:58:55,5
wisnu wibowo,sangat puas,2023-06-09 06:57:51,5
Nurdiyanti Yanti,mantap,2023-06-09 06:57:49,5
Heni Lili Ernawati,👍👍🙏🙏,2023-06-09 06:57:44,5
Dian Sofian,👍👍👍👍👍,2023-06-09 06:56:35,5
Bang Edi,tolong di Peking rapi ya boos,2023-06-09 06:54:52,1
Hendra Ari,sukses slalu lazada,2023-06-09 06:52:57,5
Usmani Jt,Bagus banget,2023-06-09 06:51:59,5
Aming Seno,mantul,2023-06-09 06:51:42,5
BEDIANU ZHAL,cocok untuk kebutuhan yg tepat !,2023-06-09 06:50:34,5
Alya Aliya,oky Bgt,2023-06-09 06:48:51,5
Agus Hady,Mantap,2023-06-09 06:47:44,5
Wela Surya,utamakan kepuasan pelanggan .untuk toko yang ada di lazada semoga selalu amanah .,2023-06-09 06:46:22,5
jajang Haeruman,mantep cu amanah,2023-06-09 06:44:21,5
Muh Saidi,"Lazada sering lelet di pedagang ,,,,,,,,slow respon maksud nya jadi nya batal lagi batal lagi batal lagi,,,,batal lagi ,,,,gitu aja",2023-06-09 06:43:38,1
Iksan Hasan,untuk u,2023-06-09 06:43:08,1
Novia Febriyanti,cepet,2023-06-09 06:42:23,5
Dian Nurhidayah,"sekarang lebih nyaman belanja dilazada,karena banyak cashback & gratis ongkir juga 👍",2023-06-09 06:40:37,5
Rusli Saragih,semakin keren,2023-06-09 06:39:29,5
maia anes,"Tokonya yg salah kirim barang ga sesuai pesanan, ajuin pengembalian di tolak dr pihak lazada. pdhl tokonya suruh pengembalian dana. Ga jelas, mending ke Oren belanjanya ga ribet kaya Disni, huh",2023-06-09 06:36:43,1
Pata Supata,Selamat dan Amanah,2023-06-09 06:36:14,5
rusmia,barang realpick,2023-06-09 06:35:58,5
Adnan Algoniyu,semoga amanah semua nya,2023-06-09 06:34:23,5
Tono Agus,pokoknya👍👍👍👍👍,2023-06-09 06:34:14,5
Yanah ipc,bagus,2023-06-09 06:27:55,5
Waidi Idi,tingkatkan kualiatas barang biar konsumen betah,2023-06-09 06:26:13,4
Bambang Ariawan,Sangat kecewa dengan pengiriman pesanan via Ninja Express super lemot. Lain kali kalau pengiriman masih menggunakan Ninja super lemot saya batalkan,2023-06-09 06:25:46,1
Syifa Wahdatun,semoga lazada selalu amanah dan sukses jaya selamanya,2023-06-09 06:24:58,5
Nurul Isti,Suka banget belanja disini.,2023-06-09 06:24:58,5
Faisal Maulana,mntap,2023-06-09 06:23:21,5
Agus Agus,baik,2023-06-09 06:23:06,5
Buluk Kastanu,baik,2023-06-09 06:17:16,5
Muhammad Fakih,Alhamdulillah...,2023-06-09 06:15:54,5
Ela Nur,suka banget,2023-06-09 06:14:36,5
Apep Angga,slalu memuaskan,2023-06-09 06:12:26,5
Muhammad Fikih,top olshop.,2023-06-09 06:07:00,5
A Sher Bujank,"penjual dan pembeli plus kurir saling amanah. itu yang disuka, harga ongkir dan bonus so pasti slalu dinantikaan berkelajutan :-)",2023-06-09 06:06:49,5
Yazirham,"Foto barang/ produk Harap bisa di zoom dan paling penting ditampilkan semua sisi. Atas, bawah, samping. Karna punya pengalaman beli laptop . Eh.... Ternyata bagian sisi bawah produk di cat ulang pakai kanvas /kuas berlepotan sungguh bikin kecewa saya sangat kecewa 🙏 perhatian.",2023-06-09 06:03:51,5
Kurniawan ari Ari,Iya yg ready,2023-06-09 06:03:18,5
El Is,kenapa sekarang apk lazada super super lemot... saya menggunakan hp ram 4/64 aja lemotnya minta ampun... lama lama malas makai lazada.,2023-06-09 06:00:45,1
Ben Aidi,Qk tidak bisa Top up y ke saldo lazada,2023-06-09 05:59:42,5
b3ryl _my_3m3rald,bagus,2023-06-09 05:59:29,5
Nesa Yesilia,"Saya memesan barang dan sedang dalam perjalan , tapi tiba "" besok nya akun lazada saya log out , dan saya kesulitan untuk masuk lagi .",2023-06-09 05:58:11,2
Nadya Kusuma,barang di Lazada murah²,2023-06-09 05:57:40,5
Hendri Widyantoro,Terbaik👍👍👍,2023-06-09 05:54:24,5
Nur Baiti,Top sangat memuaskan,2023-06-09 05:54:04,5
Aqella Kalyani Tampati,semoga memuaskan,2023-06-09 05:53:09,4
Ifan Suhendro,jos,2023-06-09 05:53:02,5
Rulan Amini,makin hari makin baik lazada.,2023-06-09 05:51:07,5
Bagus Ramadhan,iklan banyak banget jing,2023-06-09 05:50:57,1
Ilham Lesmana,puas bangetttttt,2023-06-09 05:49:46,5
Muhammad Mirdas,mantap,2023-06-09 05:48:41,5
Sudi Samsudi,ok,2023-06-09 05:48:27,5
Anna Wahyu,barang datang sesuai pesnan,2023-06-09 05:46:53,3
Azka Reyhan,sukses terus lazada👍,2023-06-09 05:46:31,5
Fajar Harianjaya,lazada paling hebat,2023-06-09 05:45:01,4
Radisty Madaniah,Baru mau coba,2023-06-09 05:44:40,5
Dinda Ihsan,"iklan lazada banyak banget sumpah,sampai ngalahin high domino lo,tolong iklanya di kurangin",2023-06-09 05:42:02,1
Akuma Oni,baik,2023-06-09 05:41:12,5
Delvina naira alisya,oke,2023-06-09 05:41:04,4
Anwarwar 1979,puas lah,2023-06-09 05:40:22,5
Xiaomi Mi Max,oke,2023-06-09 05:39:47,5
Dede Aditama,lazada yang terbaik pokonya,2023-06-09 05:39:18,5
Sandi halan Hidayat,0o,2023-06-09 05:37:38,4
apriyani kartikasari,"sejauh ini mantap sih, lazada banyak promo, dan cashback👍👍😍",2023-06-09 05:35:37,5
Pasha Vin,Oke,2023-06-09 05:31:43,5
Abung Kamseno,ok,2023-06-09 05:29:50,5
Riezky Riezky,Ter percaya,2023-06-09 05:27:54,5
Husen Duta,"Lazada kalo bisa bi di pilih dong expedisi pengirimanx. .kalo random gini jdi malas alx banyak expedisi yg tidak bertanggung jawab, apalagi expedisi jnt , paling jelek pelayananx",2023-06-09 05:27:17,4
Dwi Yuniarti,oke 👍,2023-06-09 05:25:36,4
Silfana Sahdan,baik,2023-06-09 05:25:26,5
Sadio Dion,Top,2023-06-09 05:25:06,5
Adam Natan,Top,2023-06-09 05:24:38,4
Cantik Cewek,mantap,2023-06-09 05:24:18,5
Omar Deye,Ok,2023-06-09 05:22:07,5
Baba Gawing,baik,2023-06-09 05:21:49,5
Yanti Ovina,sangat bagus,2023-06-09 05:20:57,5
Heru,Kok gak bisa cod an miiiim,2023-06-09 05:19:34,1
Aji Purnomo,bagus,2023-06-09 05:18:58,5
aditya widde wijanarko,good,2023-06-09 05:18:54,5
Nuy Dhocill07,Knpa Sekarang Punya Ku Ga Bisa Cod Yaa Tolong Jelaskan Padahal Saya Ga Prnah Tolak Cod Loh,2023-06-09 05:17:16,1
Nur Andrea,kenapa saya beli slalu di batal kan,2023-06-09 05:13:16,5
HanzX,Iklan Mulu,2023-06-09 05:12:41,1
hael hl,"Sangat mengecewakan dengan kurir lazada, sdh 2x barang pesanan saya dibalikin ke seller. Dengan alasan penerima (saya) meminta untuk dibatalkan pesanannya, padahal tidak ada kurir yg WA/ telpon ke saya mengenai alamat atau konfirmasi pengiriman pesanan saya. Sangat mengecewakan!!!!",2023-06-09 05:12:22,1
asnur suryawahyuni,bagus,2023-06-09 05:11:53,5
Yahya Novitta,dison ongkir semuaaa lup lazada,2023-06-09 05:10:34,5
Pramudya Chomsyah,saya sangat syuuuka,2023-06-09 05:10:33,5
Rendi Krismon,maju trus,2023-06-09 05:09:39,5
cirun black,saya puas karena barang sllu reel,2023-06-09 05:08:28,4
Suhendra 87,Sudah menjadi langganan saya dari dua tahun yang lalu . Makasih lazada. Tingkat kan lagi ya . Love u,2023-06-09 05:04:12,5
DEWI BINTANG LEO,ok bagus Lazada terbaik.,2023-06-09 05:02:40,5
Muhamad Fikri,barang tidak mengecewakan,2023-06-09 04:58:17,5
Hermand Permana,mantab.. memuaskan,2023-06-09 04:56:32,5
KIS'C king sadulur cianjur,Lazada depkolektor penagihan ny paling parah.. Padahal tingal denda nya sajah..? Bisa mungkin skalian bulan depan.. Padahal cuman 1x lagi cicilan ny.. Bawel nya minta ampun.. Lebih parah dari aplikasi sebelah.. Penagihan nya paling parah.. parah banget,2023-06-09 04:55:42,1
ardi 1234,Bagus,2023-06-09 04:55:02,5
Israel,lazada memang is the best👍,2023-06-09 04:51:32,5
Lutia Natasya,lazada emang top bangeut,2023-06-09 04:51:27,5
Uus Triyani,Apaansih gk jls bikin alamat susah..msak alamat bekasi gk ada dihh,2023-06-09 04:51:02,1
Efendy Endy,Goood👍🏽,2023-06-09 04:50:52,5
Rosikin,pas,2023-06-09 04:49:40,5
Yayan Lugiyan,bagus,2023-06-09 04:48:16,3
Figo Jayadi,mantap,2023-06-09 04:47:37,5
Khotregk Gembeng 22,lumayan bagus aplikasi nya,2023-06-09 04:47:07,4
Lina Munita,baik,2023-06-09 04:46:01,3
Agus P,"pelapak fast response, selalu dpt diskon (baik dari pelapak, koin, maupun free ongkir), mntaplah. Xpedisi dan kurir kirim cepat",2023-06-09 04:45:42,5
Ganjar Purnama,Ok bagus,2023-06-09 04:45:23,5
Rindia Siregar,aplikasi yg bagus,2023-06-09 04:43:47,5
lora lora,aplikasi yg memuaskan,2023-06-09 04:43:44,5
Rolina Anjani,ok,2023-06-09 04:43:21,5
Yoplin Olin,aplikasi yg sangat bagus. dan voucher2 tkoh yg sangat menarik🥰,2023-06-09 04:42:25,5
San Haji,setiap belanja aman sih,2023-06-09 04:41:19,5
Alif Irham,"Terima kasih untuk pihak lazada atas pelayanan nya, saya memutuskan untuk menghapus lazada dan tidak akan menggunakan nya lagi karena pihak jasa kirim menyepelekan paket saya berkali-kali dan tidak dikirim sesuai estimasi waktu pengiriman itu membuat saya kecewa.",2023-06-09 04:38:05,4
Sukarsih Icih,baik. murah dan barang nya ga murahan,2023-06-09 04:36:13,3
Mayani Yani,bagus,2023-06-09 04:33:23,5
bakso ndut,bagus,2023-06-09 04:25:40,5
Angel Octora,Bagus loh amanah trs,2023-06-09 04:24:38,5
Riswanto Jose,mudah dan simpel,2023-06-09 04:23:17,5
Abdi Zen,Bagus tapi lemot bagi hp ram rendah,2023-06-09 04:23:11,4
Alexa Rayan,banyak vocher....,2023-06-09 04:23:08,5
Aku jago awako,bagus bnget,2023-06-09 04:22:26,5
iwan iskandar,sangat mantap😎,2023-06-09 04:21:23,5
willy dans,mantab,2023-06-09 04:21:09,5
Edi Kanta,Aku tidak nyaman kenapa karena aku sering kepen cet terusss,2023-06-09 04:20:11,3
Bayu Saptian,Cukup,2023-06-09 04:20:09,5
Muhammad Trio Maulana Putra,bguuuus,2023-06-09 04:19:51,5
azriel Rafisqy,Sekarang semakin mudah transaksi di lazada...,2023-06-09 04:19:04,5
Nurul Dhoni,Oke mntp,2023-06-09 04:18:08,4
podo ndelok,Ntaaaaab bintang 10 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,2023-06-09 04:17:23,5
Linda Sintia,lazada keren,2023-06-09 04:16:57,5
Tardi ana,lebih simpel,2023-06-09 04:14:18,5
riyan speed,Iklanya ganggu banget,2023-06-09 04:13:26,1
Topan Knight,"PENGIRIM'AN CEPAT-nya MANA, TIDAK TERBUKTI.. Expedisi menunggu estimasi kok, nama-nya BOHONG..!!!",2023-06-09 04:06:57,1
Cilegon Banten,M.Rizki Maulana putra Ramadhan,2023-06-09 04:05:52,5
Madsol,siipp,2023-06-09 04:05:18,5
Wildan Agri,Lazada this is bets,2023-06-09 04:04:31,5
A5s Oppo,terimakasih lazada sudah memberikan pelayanan terbaik,2023-06-09 04:01:06,5
Yuli Ana,mantulll,2023-06-09 04:00:37,5
Wati Spdi,sepatu nya bagus banget tapi sayang kegedean jadi mau pesen lagi,2023-06-09 03:58:36,5
Ilvi Bandar jaya,B aja,2023-06-09 03:57:43,5
Zenia Ze,mantaapp,2023-06-09 03:56:01,5
Ab Danwartta,aku suka sama barang nya sangat bagus,2023-06-09 03:55:24,5
Pipin Hamidah,bagus,2023-06-09 03:55:09,5
Distrianus Dewa,asik,2023-06-09 03:53:18,5
achmad zulkarnian,Barang sesuai yg di pesan,2023-06-09 03:53:17,5
شمس العارفين,Agak mantap,2023-06-09 03:50:32,4
Andri Andry,Kenapa ya skrng di lazada kalo kita bayar sistem cod slalu ada biaya penanganan sama aja kaya toko oren padahal saya slalu belanja di lazada ini tp skrng2 ada banyak bnggt tambahan tambahan biaya lagi kalo sistem bayar. Ya cod,2023-06-09 03:45:22,5
MuncraT GaminG,ook,2023-06-09 03:43:49,5
Yura Ramadina,🅑🅐🅖🅤🅢,2023-06-09 03:42:31,5
Dasep Dasep,oh,2023-06-09 03:41:20,5
tokek max,pesan disini 1 abad baru sampai,2023-06-09 03:40:59,1
Inchez Nazwa,Kirim apapun jauh Deket pasti 3/4 harian nyampenya.. kenapa yah ga seperti platform lain yg 1 or 2 hari udah nyampe.. udah lama nungguin eh salah pula seller ngirimnya.. tolong lah percepat pengirimannya 1 or 2 harian udh harus nyampe.,2023-06-09 03:39:25,3
yofie akbar,mudah dan cepat,2023-06-09 03:37:54,5
Alie Zone,murah banget,2023-06-09 03:36:35,5
Nurul Wasila,Gabisa cod gimaana kk setlah di perbarui,2023-06-09 03:35:21,2
